//联锁表-新街(2.5版本)
//序号|类型|按钮      |信号机      |道岔     |区段     |敌对信号
//列车
911    |DCJL|X3LDA,D12A    |X3L     |,44-46,28-30,32,24,16-18,14,6-8,(64)                     |,44DG,30DG,24-32DG,18DG,40-42DG,26-34DG,14DG,6DG,64-66DG                     |X3LLZA;
912    |DCJL|X3LDA,D4A    |X3L     |,44-46,28-30,32,24,16-18,14,6-8,64,(66),(68)                     |,44DG,30DG,24-32DG,18DG,40-42DG,26-34DG,14DG,6DG,64-66DG,68DG                     |X3LLZA;
913    |DCJL|X3LDA,D6A    |X3L     |,44-46,28-30,32,24,16-18,14,6-8,64,(66),68                     |,44DG,30DG,24-32DG,18DG,40-42DG,26-34DG,14DG,6DG,64-66DG,68DG                     |X3LLZA;
914    |DCJL|X3LDA,D8A    |X3L     |,44-46,28-30,32,24,16-18,14,6-8,64,66                     |,44DG,30DG,24-32DG,18DG,40-42DG,26-34DG,14DG,6DG,64-66DG,68DG                     |X3LLZA;
915    |DCJL|X3LDA,SNDZA    |X3L     |,44-46,28-30,32,24,(16-18),10-12,6-8                     |,44DG,30DG,24-32DG,18DG,16-28DG,12DG,40-42DG,26-34DG,8DG                     |X3LLZA;
916    |DCJL|X3LDA,SDZA    |X3L     |,44-46,28-30,32,24,(16-18),(10-12),2-4                     |,44DG,30DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,40-42DG,26-34DG                     |X3LLZA;
917    |DCJL|X3LDA,SL2DA    |X3L     |,44-46,28-30,32,24,(16-18),(10-12),(2-4)                     |,44DG,30DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,2DG,40-42DG,26-34DG                     |X3LLZA;
918    |DCJL|X3LDA,D2A    |X3L     |,44-46,28-30,32,24,(16-18),(10-12),(2-4),X1-X2                     |,44DG,30DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,2DG,40-42DG,26-34DG,X1DG                     |X3LLZA;
919    |DCJL|X3LDA,SL6DA    |X3L     |,44-46,28-30,32,24,16-18,(14)                     |,44DG,30DG,24-32DG,18DG,40-42DG,26-34DG,14DG,SL4G                     |X3LLZA;
920    |DCJL|XILDA,D26A    |XIL     |,(44-46),28-30,32,24,16-18                     |,46DG,44DG,30DG,24-32DG,18DG,40-42DG,26-34DG                     |XILLZA;
921    |DCJL|XILDA,D20A    |XIL     |,44-46,28-30,20-22,16-18,10-12                     |,46DG,16-28DG,12DG                     |XILLZA;
922    |DCJL|XILDA,D16A    |XIL     |,44-46,28-30,20-22,16-18,10-12,(6-8)                     |,46DG,16-28DG,12DG,8DG,6DG                     |XILLZA;
923    |DCJL|XILDA,D10A    |XIL     |,44-46,28-30,20-22,16-18,10-12,(6-8),64,(66)                     |,46DG,16-28DG,12DG,8DG,6DG,64-66DG                     |XILLZA;
924    |DCJL|XILDA,D12A    |XIL     |,44-46,28-30,20-22,16-18,10-12,(6-8),(64)                     |,46DG,16-28DG,12DG,8DG,6DG,64-66DG                     |XILLZA;
925    |DCJL|XILDA,D4A    |XIL     |,44-46,28-30,20-22,16-18,10-12,(6-8),64,(66),(68)                     |,46DG,16-28DG,12DG,8DG,6DG,64-66DG,68DG                     |XILLZA;
926    |DCJL|XILDA,D6A    |XIL     |,44-46,28-30,20-22,16-18,10-12,(6-8),64,(66),68                     |,46DG,16-28DG,12DG,8DG,6DG,64-66DG,68DG                     |XILLZA;
927    |DCJL|XILDA,D8A    |XIL     |,44-46,28-30,20-22,16-18,10-12,(6-8),64,66                     |,46DG,16-28DG,12DG,8DG,6DG,64-66DG,68DG                     |XILLZA;
928    |DCJL|XILDA,SNDZA    |XIL     |,44-46,28-30,20-22,16-18,10-12,6-8                     |,46DG,16-28DG,12DG,8DG                     |XILLZA;
929    |DCJL|XILDA,SDZA    |XIL     |,44-46,28-30,20-22,16-18,(10-12),2-4                     |,46DG,16-28DG,12DG,10DG,4DG                     |XILLZA;
930    |DCJL|XILDA,SL2DA    |XIL     |,44-46,28-30,20-22,16-18,(10-12),(2-4)                     |,46DG,16-28DG,12DG,10DG,4DG,2DG                     |XILLZA;
931    |DCJL|XILDA,D2A    |XIL     |,44-46,28-30,20-22,16-18,(10-12),(2-4),X1-X2                     |,46DG,16-28DG,12DG,10DG,4DG,2DG,X1DG                     |XILLZA;
932    |DCJL|XILDA,SL6DA    |XIL     |,(44-46),28-30,32,24,16-18,(14)                     |,46DG,44DG,30DG,24-32DG,18DG,40-42DG,26-34DG,14DG,SL4G                     |XILLZA;
909    |DCJL|D52DA,D40A    |D52     |(82-84),78-80                     |84DG,80-82DG                     |D40;
910    |DCJL|D52DA,D32A    |D52     |(82-84),(78-80),74-76,70-72                     |84DG,80-82DG,78DG,72-74DG                     |D38,D32;
911    |DCJL|D52DA,D30A    |D52     |(82-84),(78-80),74-76,(70-72),74-76                     |84DG,80-82DG,78DG,72-74DG,70-76DG                     |D38,D30;
//933    |DCJL|D52DA,D1A    |D52LA     |,(51-53),39-41,35-37,(5-7),1-3                     |23G2,53DG,51DG,55-57DG,37-39DG,7-9DG,1-5DG,13DG                     |X23L;
//934    |DCJL|D52DA,D5A    |D52LA     |,(51-53),39-41,35-37,5-7,9                     |23G2,53DG,51DG,55-57DG,37-39DG,7-9DG                     |X23L;
//935    |DCJL|D52DA,XNDZA    |D52LA     |,(51-53),39-41,(35-37),39-41,(23),(11-13),1-3                     |23G2,53DG,51DG,55-57DG,37-39DG,35-41DG,23DG,13DG,11DG,3DG,1-5DG                     |X23L;
//936    |DCJL|D52DA,D37A    |D52LA     |,(51-53)                     |23G2,53DG,51DG,55-57DG                     |X23L;
//937    |DCJL|D52DA,D23A    |D52LA     |,(51-53),39-41,35-37                     |23G2,53DG,51DG,55-57DG,37-39DG                     |X23L;
938    |DCJL|D62DA,D1A    |D62     |90-92,(57),55,51-53,39-41,35-37,(5-7),1-3                     |92DG,55-57DG,51DG,37-39DG,7-9DG,1-5DG,13DG                     |X21L;
939    |DCJL|D62DA,D5A    |D62     |90-92,(57),55,51-53,39-41,35-37,5-7,9                     |92DG,55-57DG,51DG,37-39DG,7-9DG                     |X21L;
940    |DCJL|D62DA,D3A    |D62     |90-92,(57),55,51-53,39-41,35-37,5-7,(9)                     |92DG,55-57DG,51DG,37-39DG,7-9DG                     |X21L;
941    |DCJL|D62DA,XNDZA    |D62     |90-92,(57),55,51-53,39-41,(35-37),39-41,(23),(11-13),1-3                     |92DG,55-57DG,51DG,37-39DG,35-41DG,23DG,13DG,11DG,3DG,1-5DG                     |X21L;
942    |DCJL|D62DA,D37A    |D62     |90-92,(57),55,51-53                     |92DG,55-57DG,51DG                     |X21L;
943    |DCJL|D62DA,D23A    |D62     |90-92,(57),55,51-53,39-41,35-37                     |92DG,55-57DG,51DG,37-39DG                     |X21L;
//916    |DCJL|D52LADA,D23A    |D52LA     |,(51-53),39-41,35-37                     |23G2,53DG,51DG,55-57DG,37-39DG                     |X23L;
917    |DCJL|D62DA,X21LDA    |D62     |90-92                     |92DG                     |X21L;
775    |DCJL|D60A,X21LDA    |D60     |(90-92)                     |90DG,92DG                     |X21L;
776    |DCJL|D60A,X19LDA    |D60     |90-92                     |90DG                     |X19L;
777    |DCJL|D58DA,X21LDA    |D58     |86-88,(90-92)                     |,90DG,92DG                     |D60;
778    |DCJL|D58DA,X19LDA    |D58     |86-88,90-92                     |,90DG                     |D60;
779    |DCJL|D58DA,D60A    |D58     |86-88                     |                     |D60;
780    |DCJL|D56DA,X21LDA    |D56     |(86-88),(90-92)                     |86DG,90DG,92DG                     |D60;
781    |DCJL|D56DA,X19LDA    |D56     |(86-88),90-92                     |86DG,90DG                     |D60;
782    |DCJL|D56DA,X17LDA    |D56     |86-88                     |86DG                     |X17L;
783    |DCJL|D56DA,D60A    |D56     |(86-88)                     |86DG                     |D60;
944    |DCJL|D60A,X21LDA    |D60     |(90-92)                     |90DG,92DG                     |X21L;
945    |DCJL|D60A,X19LDA    |D60     |90-92                     |90DG                     |X19L;
946    |DCJL|D58DA,D1A    |D58     |86-88,90-92,57,55,51-53,39-41,35-37,(5-7),1-3                     |,90DG,55-57DG,51DG,37-39DG,7-9DG,1-5DG,13DG                     |D60;
947    |DCJL|D58DA,D5A    |D58     |86-88,90-92,57,55,51-53,39-41,35-37,5-7,9                     |,90DG,55-57DG,51DG,37-39DG,7-9DG                     |D60;
948    |DCJL|D58DA,D3A    |D58     |86-88,90-92,57,55,51-53,39-41,35-37,5-7,(9)                     |,90DG,55-57DG,51DG,37-39DG,7-9DG                     |D60;
949    |DCJL|D58DA,XNDZA    |D58     |86-88,90-92,57,55,51-53,39-41,(35-37),39-41,(23),(11-13),1-3                     |,90DG,55-57DG,51DG,37-39DG,35-41DG,23DG,13DG,11DG,3DG,1-5DG                     |D60;
950    |DCJL|D58DA,D37A    |D58     |86-88,90-92,57,55,51-53                     |,90DG,55-57DG,51DG                     |D60;
951    |DCJL|D58DA,D23A    |D58     |86-88,90-92,57,55,51-53,39-41,35-37                     |,90DG,55-57DG,51DG,37-39DG                     |D60;
952    |DCJL|D56DA,D1A    |D56     |86-88,(55),51-53,39-41,35-37,(5-7),1-3                     |86DG,55-57DG,51DG,37-39DG,7-9DG,1-5DG,13DG                     |X17L;
953    |DCJL|D56DA,D5A    |D56     |86-88,(55),51-53,39-41,35-37,5-7,9                     |86DG,55-57DG,51DG,37-39DG,7-9DG                     |X17L;
954    |DCJL|D56DA,D3A    |D56     |86-88,(55),51-53,39-41,35-37,5-7,(9)                     |86DG,55-57DG,51DG,37-39DG,7-9DG                     |X17L;
955    |DCJL|D56DA,XNDZA    |D56     |86-88,(55),51-53,39-41,(35-37),39-41,(23),(11-13),1-3                     |86DG,55-57DG,51DG,37-39DG,35-41DG,23DG,13DG,11DG,3DG,1-5DG                     |X17L;
956    |DCJL|D56DA,D37A    |D56     |86-88,(55),51-53                     |86DG,55-57DG,51DG                     |X17L;
957    |DCJL|D56DA,D23A    |D56     |86-88,(55),51-53,39-41,35-37                     |86DG,55-57DG,51DG,37-39DG                     |X17L;
919    |DCJL|D60A,X19LDA    |D60     |90-92                     |90DG                     |X19L;
920    |DCJL|D58DA,X21LDA    |D58     |86-88,(90-92)                     |,90DG,92DG                     |D60;
921    |DCJL|D58DA,X19LDA    |D58     |86-88,90-92                     |,90DG                     |D60;
922    |DCJL|D58DA,D60A    |D58     |86-88                     |                     |D60;
923    |DCJL|D56DA,X21LDA    |D56     |(86-88),(90-92)                     |86DG,90DG,92DG                     |D60;
924    |DCJL|D56DA,X19LDA    |D56     |(86-88),90-92                     |86DG,90DG                     |D60;
925    |DCJL|D56DA,X17LDA    |D56     |86-88                     |86DG                     |X17L;
926    |DCJL|D56DA,D60A    |D56     |(86-88)                     |86DG                     |D60;
958    |DCJL|D48A,D40A    |D48     |82-84,78-80                     |80-82DG                     |D40;
959    |DCJL|D48A,D32A    |D48     |82-84,(78-80),74-76,70-72                     |80-82DG,78DG,72-74DG                     |D38,D32;
960    |DCJL|D48A,D30A    |D48     |82-84,(78-80),74-76,(70-72),74-76                     |80-82DG,78DG,72-74DG,70-76DG                     |D38,D30;
961    |DCJL|D42A,D32A    |D42     |78-80,74-76,70-72                     |78DG,72-74DG                     |D38,D32;
962    |DCJL|D42A,D30A    |D42     |78-80,74-76,(70-72),74-76                     |78DG,72-74DG,70-76DG                     |D38,D30;
963    |DCJL|D40A,X21LDA    |D40     |78-80,82-84,90-92                     |80-82DG,92DG                     |D48;
790    |DCJL|D40A,D52DA    |D40     |78-80,(82-84)                     |80-82DG,84DG                     |D52;
964    |DCJL|D40A,D48A    |D40     |78-80,82-84                     |80-82DG                     |D48;
965    |DCJL|D38A,X21LDA    |D38     |78-80,86-88,(90-92)                     |78DG,,90DG,92DG                     |D42;
966    |DCJL|D38A,X19LDA    |D38     |78-80,86-88,90-92                     |78DG,,90DG                     |D42;
794    |DCJL|D38A,D52DA    |D38     |(78-80),(82-84)                     |78DG,80-82DG,84DG                     |D52;
967    |DCJL|D38A,D60A    |D38     |78-80,86-88                     |78DG,                     |D42;
968    |DCJL|D38A,D48A    |D38     |(78-80),82-84                     |78DG,80-82DG                     |D48;
969    |DCJL|D38A,D42A    |D38     |78-80                     |78DG                     |D42;
970    |DCJL|D36A,D32A    |D36     |70-72,(74-76),70-72                     |70-76DG,72-74DG                     |D32;
971    |DCJL|D36A,D30A    |D36     |70-72,74-76                     |70-76DG                     |D30;
972    |DCJL|D32A,X21LDA    |D32     |70-72,74-76,78-80,86-88,(90-92)                     |72-74DG,78DG,,90DG,92DG                     |D38;
973    |DCJL|D32A,X19LDA    |D32     |70-72,74-76,78-80,86-88,90-92                     |72-74DG,78DG,,90DG                     |D38;
974    |DCJL|D32A,X17LDA    |D32     |70-72,(74-76),70-72,86-88                     |72-74DG,70-76DG,86DG                     |D36;
803    |DCJL|D32A,D52DA    |D32     |70-72,74-76,(78-80),(82-84)                     |72-74DG,78DG,80-82DG,84DG                     |D38;
975    |DCJL|D32A,D60A    |D32     |70-72,74-76,78-80,86-88                     |72-74DG,78DG,                     |D38;
976    |DCJL|D32A,D48A    |D32     |70-72,74-76,(78-80),82-84                     |72-74DG,78DG,80-82DG                     |D38;
977    |DCJL|D32A,D42A    |D32     |70-72,74-76,78-80                     |72-74DG,78DG                     |D38;
978    |DCJL|D32A,D38A    |D32     |70-72,74-76                     |72-74DG                     |D38;
979    |DCJL|D32A,D36A    |D32     |70-72,(74-76),70-72                     |72-74DG,70-76DG                     |D36;
980    |DCJL|D30A,X21LDA    |D30     |74-76,70-72,(86-88),(90-92)                     |70-76DG,86DG,90DG,92DG                     |D36;
981    |DCJL|D30A,X19LDA    |D30     |74-76,70-72,(86-88),90-92                     |70-76DG,86DG,90DG                     |D36;
982    |DCJL|D30A,X17LDA    |D30     |74-76,70-72,86-88                     |70-76DG,86DG                     |D36;
812    |DCJL|D30A,D52DA    |D30     |74-76,(70-72),74-76,(78-80),(82-84)                     |70-76DG,72-74DG,78DG,80-82DG,84DG                     |D38;
983    |DCJL|D30A,D60A    |D30     |74-76,70-72,(86-88)                     |70-76DG,86DG                     |D36;
984    |DCJL|D30A,D48A    |D30     |74-76,(70-72),74-76,(78-80),82-84                     |70-76DG,72-74DG,78DG,80-82DG                     |D38;
985    |DCJL|D30A,D42A    |D30     |74-76,(70-72),74-76,78-80                     |70-76DG,72-74DG,78DG                     |D38;
986    |DCJL|D30A,D38A    |D30     |74-76,(70-72),74-76                     |70-76DG,72-74DG                     |D38;
987    |DCJL|D30A,D36A    |D30     |74-76,70-72                     |70-76DG                     |D36;
818    |DCJL|S15LDA,X15LDA    |S15L     |52-54                     |52DG                     |X15L;
819    |DCJL|S15LDA,X13LDA    |S15L     |(52-54),56-58                     |52DG,54-58DG                     |X13L;
820    |DCJL|S13LDA,X13LDA    |S13L     |52-54,56-58                     |54-58DG                     |X13L;
821    |DCJL|S11LDA,X13LDA    |S11L     |(56-58)                     |56DG,54-58DG                     |X13L;
822    |DCJL|S11LDA,X11LDA    |S11L     |56-58                     |56DG                     |X11L;
823    |DCJL|S9LDA,X9LDA    |S9L     |60-62                     |62DG                     |X9L;
824    |DCJL|S7LDA,X9LDA    |S7L     |(60-62)                     |60DG,62DG                     |X9L;
825    |DCJL|S7LDA,X7LDA    |S7L     |60-62                     |60DG                     |X7L;
988    |DCJL|S15LDA,D1A    |S15L     |52-54,(45),43,35-37,39-41,(23),11-13,5-7,1-3                     |52DG,45-49DG,43-47DG,35-41DG,23DG,13DG,1-5DG                     |X15L;
989    |DCJL|S15LDA,D5A    |S15L     |52-54,(45),43,35-37,(39-41),35-37,5-7,9                     |52DG,45-49DG,43-47DG,35-41DG,37-39DG,7-9DG                     |X15L;
990    |DCJL|S15LDA,D3A    |S15L     |52-54,(45),43,35-37,(39-41),35-37,5-7,(9)                     |52DG,45-49DG,43-47DG,35-41DG,37-39DG,7-9DG                     |X15L;
991    |DCJL|S15LDA,XNDZA    |S15L     |52-54,(45),43,35-37,39-41,(23),(11-13),1-3                     |52DG,45-49DG,43-47DG,35-41DG,23DG,13DG,11DG,3DG,1-5DG                     |X15L;
992    |DCJL|S15LDA,D23A    |S15L     |52-54,(45),43,35-37,(39-41),35-37                     |52DG,45-49DG,43-47DG,35-41DG,37-39DG                     |X15L;
993    |DCJL|S15LDA,D41A    |S15L     |52-54,(45),43                     |52DG,45-49DG,43-47DG                     |X15L;
994    |DCJL|S13LDA,D1A    |S13L     |52-54,56-58,(49),45,43,35-37,39-41,(23),11-13,5-7,1-3                     |54-58DG,45-49DG,43-47DG,35-41DG,23DG,13DG,1-5DG                     |X13L;
995    |DCJL|S13LDA,D5A    |S13L     |52-54,56-58,(49),45,43,35-37,(39-41),35-37,5-7,9                     |54-58DG,45-49DG,43-47DG,35-41DG,37-39DG,7-9DG                     |X13L;
996    |DCJL|S13LDA,D3A    |S13L     |52-54,56-58,(49),45,43,35-37,(39-41),35-37,5-7,(9)                     |54-58DG,45-49DG,43-47DG,35-41DG,37-39DG,7-9DG                     |X13L;
997    |DCJL|S13LDA,XNDZA    |S13L     |52-54,56-58,(49),45,43,35-37,39-41,(23),(11-13),1-3                     |54-58DG,45-49DG,43-47DG,35-41DG,23DG,13DG,11DG,3DG,1-5DG                     |X13L;
998    |DCJL|S13LDA,D23A    |S13L     |52-54,56-58,(49),45,43,35-37,(39-41),35-37                     |54-58DG,45-49DG,43-47DG,35-41DG,37-39DG                     |X13L;
999    |DCJL|S13LDA,D41A    |S13L     |52-54,56-58,(49),45,43                     |54-58DG,45-49DG,43-47DG                     |X13L;
1000    |DCJL|S11LDA,D1A    |S11L     |56-58,49,45,43,35-37,39-41,(23),11-13,5-7,1-3                     |56DG,45-49DG,43-47DG,35-41DG,23DG,13DG,1-5DG                     |X11L;
1001    |DCJL|S11LDA,D5A    |S11L     |56-58,49,45,43,35-37,(39-41),35-37,5-7,9                     |56DG,45-49DG,43-47DG,35-41DG,37-39DG,7-9DG                     |X11L;
1002    |DCJL|S11LDA,D3A    |S11L     |56-58,49,45,43,35-37,(39-41),35-37,5-7,(9)                     |56DG,45-49DG,43-47DG,35-41DG,37-39DG,7-9DG                     |X11L;
1003    |DCJL|S11LDA,XNDZA    |S11L     |56-58,49,45,43,35-37,39-41,(23),(11-13),1-3                     |56DG,45-49DG,43-47DG,35-41DG,23DG,13DG,11DG,3DG,1-5DG                     |X11L;
1004    |DCJL|S11LDA,D23A    |S11L     |56-58,49,45,43,35-37,(39-41),35-37                     |56DG,45-49DG,43-47DG,35-41DG,37-39DG                     |X11L;
1005    |DCJL|S11LDA,D41A    |S11L     |56-58,49,45,43                     |56DG,45-49DG,43-47DG                     |X11L;
1006    |DCJL|S9LDA,D1A    |S9L     |60-62,(47),(43),35-37,39-41,(23),11-13,5-7,1-3                     |62DG,43-47DG,45-49DG,35-41DG,23DG,13DG,1-5DG                     |X9L;
1007    |DCJL|S9LDA,D5A    |S9L     |60-62,(47),(43),35-37,(39-41),35-37,5-7,9                     |62DG,43-47DG,45-49DG,35-41DG,37-39DG,7-9DG                     |X9L;
1008    |DCJL|S9LDA,D3A    |S9L     |60-62,(47),(43),35-37,(39-41),35-37,5-7,(9)                     |62DG,43-47DG,45-49DG,35-41DG,37-39DG,7-9DG                     |X9L;
1009    |DCJL|S9LDA,XNDZA    |S9L     |60-62,(47),(43),35-37,39-41,(23),(11-13),1-3                     |62DG,43-47DG,45-49DG,35-41DG,23DG,13DG,11DG,3DG,1-5DG                     |X9L;
1010    |DCJL|S9LDA,D23A    |S9L     |60-62,(47),(43),35-37,(39-41),35-37                     |62DG,43-47DG,45-49DG,35-41DG,37-39DG                     |X9L;
1011    |DCJL|S9LDA,D41A    |S9L     |60-62,(47),(43)                     |62DG,43-47DG,45-49DG                     |X9L;
1012    |DCJL|S7LDA,D1A    |S7L     |60-62,47,(43),35-37,39-41,(23),11-13,5-7,1-3                     |60DG,43-47DG,45-49DG,35-41DG,23DG,13DG,1-5DG                     |X7L;
1013    |DCJL|S7LDA,D5A    |S7L     |60-62,47,(43),35-37,(39-41),35-37,5-7,9                     |60DG,43-47DG,45-49DG,35-41DG,37-39DG,7-9DG                     |X7L;
1014    |DCJL|S7LDA,D3A    |S7L     |60-62,47,(43),35-37,(39-41),35-37,5-7,(9)                     |60DG,43-47DG,45-49DG,35-41DG,37-39DG,7-9DG                     |X7L;
