//联锁表-新街(2.5版本)
//序号|类型|按钮      |信号机      |道岔     |区段     |敌对信号
//列车
420    |LCJL|SWLA,X3LA    |SW     |X1-X2,(2-4),(10-12),16-18,20-22,(28-30),44-46                     |4BG,X1DG,X1/2G,2DG,4DG,10DG,12DG,16-28DG,30DG,44DG,24-32DG,3G2                     |D2,XZ3,SL2,D22,D28,D50,X3;
421    |LCJL|SWLA,XILA    |SW     |X1-X2,(2-4),(10-12),16-18,20-22,28-30,44-46                     |4BG,X1DG,X1/2G,2DG,4DG,10DG,12DG,16-28DG,46DG,IG2                     |D2,XZ3,SL2,D22,D28,XI;
422    |LCJL|SWLA,XIILA    |SW     |X1-X2,(2-4),10-12,20-22,36-38                     |4BG,X1DG,X1/2G,2DG,4DG,10DG,22DG,36DG,IIG2                     |D2,XZ3,SL2,D22,D24,D44,XII;
423    |LCJL|SWLA,X4LA    |SW     |X1-X2,2-4,36-38,48                     |4BG,X1DG,X1/2G,2DG,2/38G,38DG,48-50DG,4G2                     |D2,XZ3,SL2,D18,D46,D54,X4;
424    |LCJL|SWLA,X6LA    |SW     |X1-X2,2-4,36-38,(48),(50)                     |4BG,X1DG,X1/2G,2DG,2/38G,38DG,48-50DG,6G2                     |D2,XZ3,SL2,D18,D46,D54,X6;
425    |LCJL|SWLA,X8LA    |SW     |X1-X2,2-4,36-38,(48),50                     |4BG,X1DG,X1/2G,2DG,2/38G,38DG,48-50DG,8G2                     |D2,XZ3,SL2,D18,D46,D54,X8;
426    |LCJL|SWLA,D28A,XIILA    |SW     |X1-X2,(2-4),(10-12),16-18,(20-22),36-38                     |4BG,X1DG,X1/2G,2DG,4DG,10DG,16-28DG,22DG,36DG,IIG2                     |D2,XZ3,SL2,D22,D28,D44,XII;
427    |LCJL|SWLA,D28A,X4LA    |SW     |X1-X2,(2-4),(10-12),16-18,(20-22),(36-38),48                     |4BG,X1DG,X1/2G,2DG,4DG,10DG,16-28DG,22DG,36DG,38DG,48-50DG,4G2                     |D2,XZ3,SL2,D22,D28,D44,D54,X4;
428    |LCJL|SWLA,D28A,X6LA    |SW     |X1-X2,(2-4),(10-12),16-18,(20-22),(36-38),(48),(50)                     |4BG,X1DG,X1/2G,2DG,4DG,10DG,16-28DG,22DG,36DG,38DG,48-50DG,6G2                     |D2,XZ3,SL2,D22,D28,D44,D54,X6;
429    |LCJL|SWLA,D28A,X8LA    |SW     |X1-X2,(2-4),(10-12),16-18,(20-22),(36-38),(48),50                     |4BG,X1DG,X1/2G,2DG,4DG,10DG,16-28DG,22DG,36DG,38DG,48-50DG,8G2                     |D2,XZ3,SL2,D22,D28,D44,D54,X8;
430    |LCJL|SWLA,D24A,X4LA    |SW     |X1-X2,(2-4),10-12,20-22,(36-38),48                     |4BG,X1DG,X1/2G,2DG,4DG,10DG,22DG,36DG,38DG,48-50DG,4G2                     |D2,XZ3,SL2,D22,D24,D44,D54,X4;
431    |LCJL|SWLA,D24A,X6LA    |SW     |X1-X2,(2-4),10-12,20-22,(36-38),(48),(50)                     |4BG,X1DG,X1/2G,2DG,4DG,10DG,22DG,36DG,38DG,48-50DG,6G2                     |D2,XZ3,SL2,D22,D24,D44,D54,X6;
432    |LCJL|SWLA,D24A,X8LA    |SW     |X1-X2,(2-4),10-12,20-22,(36-38),(48),50                     |4BG,X1DG,X1/2G,2DG,4DG,10DG,22DG,36DG,38DG,48-50DG,8G2                     |D2,XZ3,SL2,D22,D24,D44,D54,X8;
433    |LCJL|SWLA,D34A,X3LLA    |SW     |X1-X2,(2-4),(10-12),(16-18),24,32,28-30,44-46                     |4BG,X1DG,X1/2G,2DG,4DG,10DG,12DG,16-28DG,24-32DG,30DG,44DG,3G2,26-34DG,40-42DG,3G1                     |D2,XZ3,SL2,D22,D28,D34,D50,X3,X3LLZA,X3L;
434    |LCJL|SWLA,D34A,XILLA    |SW     |X1-X2,(2-4),(10-12),(16-18),24,32,28-30,(44-46)                     |4BG,X1DG,X1/2G,2DG,4DG,10DG,12DG,16-28DG,24-32DG,30DG,44DG,46DG,IG2,26-34DG,40-42DG,IG1                     |D2,XZ3,SL2,D22,D28,D34,D50,XI,XILLZA,XIL;
435    |LCJL|SWLA,D34A,X3LA    |SW     |X1-X2,(2-4),(10-12),(16-18),24,32,28-30,44-46                     |4BG,X1DG,X1/2G,2DG,4DG,10DG,12DG,16-28DG,24-32DG,30DG,44DG,26-34DG,40-42DG,3G2                     |D2,XZ3,SL2,D22,D28,D34,D50,X3;
436    |LCJL|SWLA,D34A,XILA    |SW     |X1-X2,(2-4),(10-12),(16-18),24,32,28-30,(44-46)                     |4BG,X1DG,X1/2G,2DG,4DG,10DG,12DG,16-28DG,24-32DG,30DG,44DG,46DG,26-34DG,40-42DG,IG2                     |D2,XZ3,SL2,D22,D28,D34,D50,XI;
437    |LCJL|SWLA,XZ1LA    |SW     |(X1-X2)                     |4BG,X1DG,X2DG,SL6G                     |D2,XZ1;
438    |LCJL|SWLA,XZ3LA    |SW     |X1-X2                     |4BG,X1DG,X1/2G                     |D2,XZ3;
439    |LCJL|SL6LA,X15LLA    |SL6     |(14),16-18,(24),(26),52-54                     |SL4G,14DG,18DG,24-32DG,26-34DG,15G2,52DG,15G1                     |SL4,D26,D34,X15,S15L,X15L;
440    |LCJL|SL6LA,X13LLA    |SL6     |(14),16-18,(24),26,34,(56-58)                     |SL4G,14DG,18DG,24-32DG,26-34DG,11G2,56DG,54-58DG,13G1                     |SL4,D26,D34,X11,S11L,X13L;
441    |LCJL|SL6LA,X11LLA    |SL6     |(14),16-18,(24),26,34,56-58                     |SL4G,14DG,18DG,24-32DG,26-34DG,11G2,56DG,11G1                     |SL4,D26,D34,X11,S11L,X11L;
442    |LCJL|SL6LA,X9LLA    |SL6     |(14),16-18,24,(32),40,60-62                     |SL4G,14DG,18DG,24-32DG,40-42DG,9G2,62DG,26-34DG,30DG,9G1                     |SL4,D26,D34,X9,S9L,X9L;
443    |LCJL|SL6LA,X7LLA    |SL6     |(14),16-18,24,(32),(40),(42),60-62                     |SL4G,14DG,18DG,24-32DG,40-42DG,7G2,60DG,26-34DG,30DG,7G1                     |SL4,D26,D34,X7,S7L,X7L;
444    |LCJL|SL6LA,X5LLA    |SL6     |(14),16-18,24,(32),(40),42                     |SL4G,14DG,18DG,24-32DG,40-42DG,5G2,26-34DG,30DG,5G1                     |SL4,D26,D34,X5,X5LLZA,X5L;
445    |LCJL|SL6LA,X3LLA    |SL6     |(14),16-18,24,32,28-30,44-46                     |SL4G,14DG,18DG,24-32DG,30DG,44DG,3G2,26-34DG,40-42DG,3G1                     |SL4,D26,D34,D50,X3,X3LLZA,X3L;
446    |LCJL|SL6LA,XILLA    |SL6     |(14),16-18,24,32,28-30,(44-46)                     |SL4G,14DG,18DG,24-32DG,30DG,44DG,46DG,IG2,26-34DG,40-42DG,IG1                     |SL4,D26,D34,D50,XI,XILLZA,XIL;
447    |LCJL|SL6LA,X15LA    |SL6     |(14),16-18,(24),(26)                     |SL4G,14DG,18DG,24-32DG,26-34DG,15G2                     |SL4,D26,D34,X15;
448    |LCJL|SL6LA,X13LA    |SL6     |(14),16-18,(24),26,(34)                     |SL4G,14DG,18DG,24-32DG,26-34DG,13G2                     |SL4,D26,D34,X13;
449    |LCJL|SL6LA,X11LA    |SL6     |(14),16-18,(24),26,34                     |SL4G,14DG,18DG,24-32DG,26-34DG,11G2                     |SL4,D26,D34,X11;
450    |LCJL|SL6LA,X9LA    |SL6     |(14),16-18,24,(32),40                     |SL4G,14DG,18DG,24-32DG,40-42DG,26-34DG,30DG,9G2                     |SL4,D26,D34,X9;
451    |LCJL|SL6LA,X7LA    |SL6     |(14),16-18,24,(32),(40),(42)                     |SL4G,14DG,18DG,24-32DG,40-42DG,26-34DG,30DG,7G2                     |SL4,D26,D34,X7;
452    |LCJL|SL6LA,X5LA    |SL6     |(14),16-18,24,(32),(40),42                     |SL4G,14DG,18DG,24-32DG,40-42DG,26-34DG,30DG,5G2                     |SL4,D26,D34,X5;
453    |LCJL|SL6LA,X3LA    |SL6     |(14),16-18,24,32,28-30,44-46                     |SL4G,14DG,18DG,24-32DG,30DG,44DG,26-34DG,40-42DG,3G2                     |SL4,D26,D34,D50,X3;
454    |LCJL|SL6LA,XILA    |SL6     |(14),16-18,24,32,28-30,(44-46)                     |SL4G,14DG,18DG,24-32DG,30DG,44DG,46DG,26-34DG,40-42DG,IG2                     |SL4,D26,D34,D50,XI;
//延续
//通过
455    |TGJL|XTA,SNLA    |X     |1-3,5-7,11-13,23,27,44-46,28-30,20-22,16-18,10-12,6-8                     |IAG,1-5DG,13DG,23DG,27DG,35-41DG,46DG,16-28DG,12DG,8DG,X1LQ                     |D1,D21,SI,D28,D20,SN;
456    |TGJL|STA,XNLA    |S     |2-4,10-12,20-22,36-38,17-19,11-13,1-3                     |4DG,10DG,22DG,36DG,17DG,11DG,3DG,S1LQ                     |D22,D24,D44,XII,D15,D7,XN;
457    |TGJL|XNTA,SLA    |XN     |1-3,11-13,17-19,36-38,20-22,10-12,2-4                     |3DG,11DG,17DG,36DG,22DG,10DG,4DG,S3JG                     |D7,D15,SII,D44,D24,D22,S;
458    |TGJL|SNTA,XLA    |SN     |6-8,10-12,16-18,20-22,28-30,44-46,27,23,11-13,5-7,1-3                     |8DG,12DG,16-28DG,46DG,27DG,23DG,13DG,1-5DG,IAG,35-41DG,X3JG                     |D20,D28,XI,D21,D1,X;
//调车
459    |DCJL|D1A,D7A    |D1     |(1-3)                     |1-5DG,3DG                     |D7;
460    |DCJL|D1A,D21A    |D1     |1-3,5-7,11-13                     |1-5DG,13DG                     |D21;
461    |DCJL|D1A,D15A    |D1     |(1-3),11-13                     |1-5DG,3DG,11DG                     |D7;
462    |DCJL|D1A,D27A    |D1     |(1-3),11-13,(17-19)                     |1-5DG,3DG,11DG,17DG,19DG,21DG                     |D7;
463    |DCJL|D1A,D43A    |D1     |1-3,5-7,11-13,23,(27)                     |1-5DG,13DG,23DG,27DG,35-41DG                     |D21;
464    |DCJL|D1A,D13A    |D1     |1-3,(5-7)                     |1-5DG,7-9DG,13DG                     |D13;
465    |DCJL|D1A,D35A    |D1     |1-3,5-7,11-13,(23),39-41,(35-37),39-41                     |1-5DG,13DG,23DG,35-41DG,37-39DG                     |D21;
466    |DCJL|D1A,D39A    |D1     |1-3,5-7,11-13,(23),39-41,35-37                     |1-5DG,13DG,23DG,35-41DG                     |D21;
467    |DCJL|D1A,S23DA    |D1     |1-3,5-7,11-13,(23),39-41,(35-37),39-41,(51-53)                     |1-5DG,13DG,23DG,35-41DG,37-39DG,51DG,53DG,55-57DG                     |D21;
468    |DCJL|D1A,S21DA    |D1     |1-3,5-7,11-13,(23),39-41,(35-37),39-41,51-53,55,(57)                     |1-5DG,13DG,23DG,35-41DG,37-39DG,51DG,55-57DG                     |D21;
469    |DCJL|D1A,S19DA    |D1     |1-3,5-7,11-13,(23),39-41,(35-37),39-41,51-53,55,57                     |1-5DG,13DG,23DG,35-41DG,37-39DG,51DG,55-57DG                     |D21;
470    |DCJL|D1A,S17DA    |D1     |1-3,5-7,11-13,(23),39-41,(35-37),39-41,51-53,(55)                     |1-5DG,13DG,23DG,35-41DG,37-39DG,51DG,55-57DG                     |D21;
471    |DCJL|D1A,S15DA    |D1     |1-3,5-7,11-13,(23),39-41,35-37,43,(45)                     |1-5DG,13DG,23DG,35-41DG,43-47DG,45-49DG                     |D21;
472    |DCJL|D1A,S13DA    |D1     |1-3,5-7,11-13,(23),39-41,35-37,43,45,(49)                     |1-5DG,13DG,23DG,35-41DG,43-47DG,45-49DG                     |D21;
473    |DCJL|D1A,S11DA    |D1     |1-3,5-7,11-13,(23),39-41,35-37,43,45,49                     |1-5DG,13DG,23DG,35-41DG,43-47DG,45-49DG                     |D21;
474    |DCJL|D1A,S9DA    |D1     |1-3,5-7,11-13,(23),39-41,35-37,(43),(47)                     |1-5DG,13DG,23DG,35-41DG,43-47DG,45-49DG                     |D21;
475    |DCJL|D1A,S7DA    |D1     |1-3,5-7,11-13,(23),39-41,35-37,(43),47                     |1-5DG,13DG,23DG,35-41DG,43-47DG,45-49DG                     |D21;
476    |DCJL|D1A,S5DA    |D1     |1-3,5-7,11-13,23,(27),(33)                     |1-5DG,13DG,23DG,27DG,35-41DG,33DG                     |D21;
477    |DCJL|D1A,S3DA    |D1     |1-3,5-7,11-13,23,(27),33                     |1-5DG,13DG,23DG,27DG,35-41DG,33DG                     |D21;
478    |DCJL|D1A,SIDA    |D1     |1-3,5-7,11-13,23,27                     |1-5DG,13DG,23DG,27DG,35-41DG                     |D21;
479    |DCJL|D1A,SIIDA    |D1     |(1-3),11-13,17-19                     |1-5DG,3DG,11DG,17DG                     |D7;
480    |DCJL|D1A,S4DA    |D1     |(1-3),11-13,(17-19),29                     |1-5DG,3DG,11DG,17DG,19DG,21DG,29-31DG                     |D7;
481    |DCJL|D1A,S6DA    |D1     |(1-3),11-13,(17-19),(29),(31)                     |1-5DG,3DG,11DG,17DG,19DG,21DG,29-31DG                     |D7;
482    |DCJL|D1A,S8DA    |D1     |(1-3),11-13,(17-19),(29),31                     |1-5DG,3DG,11DG,17DG,19DG,21DG,29-31DG                     |D7;
483    |DCJL|D1A,SIILDA    |D1     |(1-3),11-13,17-19                     |1-5DG,3DG,11DG,17DG,IIG1                     |D7;
484    |DCJL|D1A,S4LDA    |D1     |(1-3),11-13,(17-19),29                     |1-5DG,3DG,11DG,17DG,19DG,21DG,29-31DG,4G1                     |D7;
485    |DCJL|D1A,S6LDA    |D1     |(1-3),11-13,(17-19),(29),(31)                     |1-5DG,3DG,11DG,17DG,19DG,21DG,29-31DG,6G1                     |D7;
486    |DCJL|D1A,S8LDA    |D1     |(1-3),11-13,(17-19),(29),31                     |1-5DG,3DG,11DG,17DG,19DG,21DG,29-31DG,8G1                     |D7;
487    |DCJL|D1A,D62DA    |D1     |1-3,5-7,11-13,(23),39-41,(35-37),39-41,51-53,55,(57),90-92                     |1-5DG,13DG,23DG,35-41DG,37-39DG,51DG,55-57DG,92DG                     |D21;
488    |DCJL|D1A,D58DA    |D1     |1-3,5-7,11-13,(23),39-41,(35-37),39-41,51-53,55,57,90-92,86-88                     |1-5DG,13DG,23DG,35-41DG,37-39DG,51DG,55-57DG,90DG,88DG                     |D21;
489    |DCJL|D1A,D56DA    |D1     |1-3,5-7,11-13,(23),39-41,(35-37),39-41,51-53,(55),86-88                     |1-5DG,13DG,23DG,35-41DG,37-39DG,51DG,55-57DG,86DG                     |D21;
490    |DCJL|D5A,D13A    |D5     |9,5-7                     |7-9DG                     |D13;
491    |DCJL|D5A,D35A    |D5     |9,5-7,35-37,39-41                     |7-9DG,37-39DG                     |D13;
492    |DCJL|D5A,D39A    |D5     |9,5-7,35-37,(39-41),35-37                     |7-9DG,37-39DG,35-41DG                     |D13;
493    |DCJL|D5A,S23DA    |D5     |9,5-7,35-37,39-41,(51-53)                     |7-9DG,37-39DG,51DG,53DG,55-57DG                     |D13;
494    |DCJL|D5A,S21DA    |D5     |9,5-7,35-37,39-41,51-53,55,(57)                     |7-9DG,37-39DG,51DG,55-57DG                     |D13;
495    |DCJL|D5A,S19DA    |D5     |9,5-7,35-37,39-41,51-53,55,57                     |7-9DG,37-39DG,51DG,55-57DG                     |D13;
496    |DCJL|D5A,S17DA    |D5     |9,5-7,35-37,39-41,51-53,(55)                     |7-9DG,37-39DG,51DG,55-57DG                     |D13;
497    |DCJL|D5A,S15DA    |D5     |9,5-7,35-37,(39-41),35-37,43,(45)                     |7-9DG,37-39DG,35-41DG,43-47DG,45-49DG                     |D13;
498    |DCJL|D5A,S13DA    |D5     |9,5-7,35-37,(39-41),35-37,43,45,(49)                     |7-9DG,37-39DG,35-41DG,43-47DG,45-49DG                     |D13;
499    |DCJL|D5A,S11DA    |D5     |9,5-7,35-37,(39-41),35-37,43,45,49                     |7-9DG,37-39DG,35-41DG,43-47DG,45-49DG                     |D13;
500    |DCJL|D5A,S9DA    |D5     |9,5-7,35-37,(39-41),35-37,(43),(47)                     |7-9DG,37-39DG,35-41DG,43-47DG,45-49DG                     |D13;
501    |DCJL|D5A,S7DA    |D5     |9,5-7,35-37,(39-41),35-37,(43),47                     |7-9DG,37-39DG,35-41DG,43-47DG,45-49DG                     |D13;
502    |DCJL|D5A,D62DA    |D5     |9,5-7,35-37,39-41,51-53,55,(57),90-92                     |7-9DG,37-39DG,51DG,55-57DG,92DG                     |D13;
503    |DCJL|D5A,D58DA    |D5     |9,5-7,35-37,39-41,51-53,55,57,90-92,86-88                     |7-9DG,37-39DG,51DG,55-57DG,90DG,88DG                     |D13;
504    |DCJL|D5A,D56DA    |D5     |9,5-7,35-37,39-41,51-53,55,57,90-92,(86-88)                     |7-9DG,37-39DG,51DG,55-57DG,90DG,88DG,86DG                     |D13;
505    |DCJL|D3A,D13A    |D3     |(9),5-7                     |7-9DG                     |D13;
506    |DCJL|D3A,D35A    |D3     |(9),5-7,35-37,39-41                     |7-9DG,37-39DG                     |D13;
507    |DCJL|D3A,D39A    |D3     |(9),5-7,35-37,(39-41),35-37                     |7-9DG,37-39DG,35-41DG                     |D13;
508    |DCJL|D3A,S23DA    |D3     |(9),5-7,35-37,39-41,(51-53)                     |7-9DG,37-39DG,51DG,53DG,55-57DG                     |D13;
509    |DCJL|D3A,S21DA    |D3     |(9),5-7,35-37,39-41,51-53,55,(57)                     |7-9DG,37-39DG,51DG,55-57DG                     |D13;
510    |DCJL|D3A,S19DA    |D3     |(9),5-7,35-37,39-41,51-53,55,57                     |7-9DG,37-39DG,51DG,55-57DG                     |D13;
511    |DCJL|D3A,S17DA    |D3     |(9),5-7,35-37,39-41,51-53,(55)                     |7-9DG,37-39DG,51DG,55-57DG                     |D13;
512    |DCJL|D3A,S15DA    |D3     |(9),5-7,35-37,(39-41),35-37,43,(45)                     |7-9DG,37-39DG,35-41DG,43-47DG,45-49DG                     |D13;
513    |DCJL|D3A,S13DA    |D3     |(9),5-7,35-37,(39-41),35-37,43,45,(49)                     |7-9DG,37-39DG,35-41DG,43-47DG,45-49DG                     |D13;
514    |DCJL|D3A,S11DA    |D3     |(9),5-7,35-37,(39-41),35-37,43,45,49                     |7-9DG,37-39DG,35-41DG,43-47DG,45-49DG                     |D13;
515    |DCJL|D3A,S9DA    |D3     |(9),5-7,35-37,(39-41),35-37,(43),(47)                     |7-9DG,37-39DG,35-41DG,43-47DG,45-49DG                     |D13;
516    |DCJL|D3A,S7DA    |D3     |(9),5-7,35-37,(39-41),35-37,(43),47                     |7-9DG,37-39DG,35-41DG,43-47DG,45-49DG                     |D13;
517    |DCJL|D3A,D62DA    |D3     |(9),5-7,35-37,39-41,51-53,55,(57),90-92                     |7-9DG,37-39DG,51DG,55-57DG,92DG                     |D13;
518    |DCJL|D3A,D58DA    |D3     |(9),5-7,35-37,39-41,51-53,55,57,90-92,86-88                     |7-9DG,37-39DG,51DG,55-57DG,90DG,88DG                     |D13;
519    |DCJL|D3A,D56DA    |D3     |(9),5-7,35-37,39-41,51-53,55,57,90-92,(86-88)                     |7-9DG,37-39DG,51DG,55-57DG,90DG,88DG,86DG                     |D13;
520    |DCJL|D7A,D21A    |D7     |(11-13)                     |11DG,13DG,1-5DG                     |D21;
521    |DCJL|D7A,D15A    |D7     |11-13                     |11DG                     |D15;
522    |DCJL|D7A,D27A    |D7     |11-13,(17-19)                     |11DG,17DG,19DG,21DG                     |D15;
523    |DCJL|D7A,D43A    |D7     |(11-13),23,(27)                     |11DG,13DG,1-5DG,23DG,27DG,35-41DG                     |D21;
524    |DCJL|D7A,D35A    |D7     |(11-13),(23),39-41,(35-37),39-41                     |11DG,13DG,1-5DG,23DG,35-41DG,37-39DG                     |D21;
525    |DCJL|D7A,D39A    |D7     |(11-13),(23),39-41,35-37                     |11DG,13DG,1-5DG,23DG,35-41DG                     |D21;
526    |DCJL|D7A,S23DA    |D7     |(11-13),(23),39-41,(35-37),39-41,(51-53)                     |11DG,13DG,1-5DG,23DG,35-41DG,37-39DG,51DG,53DG,55-57DG                     |D21;
527    |DCJL|D7A,S21DA    |D7     |(11-13),(23),39-41,(35-37),39-41,51-53,55,(57)                     |11DG,13DG,1-5DG,23DG,35-41DG,37-39DG,51DG,55-57DG                     |D21;
528    |DCJL|D7A,S19DA    |D7     |(11-13),(23),39-41,(35-37),39-41,51-53,55,57                     |11DG,13DG,1-5DG,23DG,35-41DG,37-39DG,51DG,55-57DG                     |D21;
529    |DCJL|D7A,S17DA    |D7     |(11-13),(23),39-41,(35-37),39-41,51-53,(55)                     |11DG,13DG,1-5DG,23DG,35-41DG,37-39DG,51DG,55-57DG                     |D21;
530    |DCJL|D7A,S15DA    |D7     |(11-13),(23),39-41,35-37,43,(45)                     |11DG,13DG,1-5DG,23DG,35-41DG,43-47DG,45-49DG                     |D21;
531    |DCJL|D7A,S13DA    |D7     |(11-13),(23),39-41,35-37,43,45,(49)                     |11DG,13DG,1-5DG,23DG,35-41DG,43-47DG,45-49DG                     |D21;
532    |DCJL|D7A,S11DA    |D7     |(11-13),(23),39-41,35-37,43,45,49                     |11DG,13DG,1-5DG,23DG,35-41DG,43-47DG,45-49DG                     |D21;
533    |DCJL|D7A,S9DA    |D7     |(11-13),(23),39-41,35-37,(43),(47)                     |11DG,13DG,1-5DG,23DG,35-41DG,43-47DG,45-49DG                     |D21;
534    |DCJL|D7A,S7DA    |D7     |(11-13),(23),39-41,35-37,(43),47                     |11DG,13DG,1-5DG,23DG,35-41DG,43-47DG,45-49DG                     |D21;
535    |DCJL|D7A,S5DA    |D7     |(11-13),23,(27),(33)                     |11DG,13DG,1-5DG,23DG,27DG,35-41DG,33DG                     |D21;
536    |DCJL|D7A,S3DA    |D7     |(11-13),23,(27),33                     |11DG,13DG,1-5DG,23DG,27DG,35-41DG,33DG                     |D21;
537    |DCJL|D7A,SIDA    |D7     |(11-13),23,27                     |11DG,13DG,1-5DG,23DG,27DG,35-41DG                     |D21;
538    |DCJL|D7A,SIIDA    |D7     |11-13,17-19                     |11DG,17DG                     |D15;
539    |DCJL|D7A,S4DA    |D7     |11-13,(17-19),29                     |11DG,17DG,19DG,21DG,29-31DG                     |D15;
540    |DCJL|D7A,S6DA    |D7     |11-13,(17-19),(29),(31)                     |11DG,17DG,19DG,21DG,29-31DG                     |D15;
541    |DCJL|D7A,S8DA    |D7     |11-13,(17-19),(29),31                     |11DG,17DG,19DG,21DG,29-31DG                     |D15;
542    |DCJL|D7A,SIILDA    |D7     |11-13,17-19                     |11DG,17DG,IIG1                     |D15;
543    |DCJL|D7A,S4LDA    |D7     |11-13,(17-19),29                     |11DG,17DG,19DG,21DG,29-31DG,4G1                     |D15;
544    |DCJL|D7A,S6LDA    |D7     |11-13,(17-19),(29),(31)                     |11DG,17DG,19DG,21DG,29-31DG,6G1                     |D15;
545    |DCJL|D7A,S8LDA    |D7     |11-13,(17-19),(29),31                     |11DG,17DG,19DG,21DG,29-31DG,8G1                     |D15;
546    |DCJL|D7A,D62DA    |D7     |(11-13),(23),39-41,(35-37),39-41,51-53,55,(57),90-92                     |11DG,13DG,1-5DG,23DG,35-41DG,37-39DG,51DG,55-57DG,92DG                     |D21;
547    |DCJL|D7A,D58DA    |D7     |(11-13),(23),39-41,(35-37),39-41,51-53,55,57,90-92,86-88                     |11DG,13DG,1-5DG,23DG,35-41DG,37-39DG,51DG,55-57DG,90DG,88DG                     |D21;
548    |DCJL|D7A,D56DA    |D7     |(11-13),(23),39-41,(35-37),39-41,51-53,(55),86-88                     |11DG,13DG,1-5DG,23DG,35-41DG,37-39DG,51DG,55-57DG,86DG                     |D21;
549    |DCJL|D21A,D43A    |D21     |23,(27)                     |23DG,27DG,35-41DG                     |D43;
550    |DCJL|D21A,D35A    |D21     |(23),39-41,(35-37),39-41                     |23DG,35-41DG,37-39DG                     |D35;
551    |DCJL|D21A,D39A    |D21     |(23),39-41,35-37                     |23DG,35-41DG                     |D39;
552    |DCJL|D21A,S23DA    |D21     |(23),39-41,(35-37),39-41,(51-53)                     |23DG,35-41DG,37-39DG,51DG,53DG,55-57DG                     |D35;
553    |DCJL|D21A,S21DA    |D21     |(23),39-41,(35-37),39-41,51-53,55,(57)                     |23DG,35-41DG,37-39DG,51DG,55-57DG                     |D35;
554    |DCJL|D21A,S19DA    |D21     |(23),39-41,(35-37),39-41,51-53,55,57                     |23DG,35-41DG,37-39DG,51DG,55-57DG                     |D35;
555    |DCJL|D21A,S17DA    |D21     |(23),39-41,(35-37),39-41,51-53,(55)                     |23DG,35-41DG,37-39DG,51DG,55-57DG                     |D35;
556    |DCJL|D21A,S15DA    |D21     |(23),39-41,35-37,43,(45)                     |23DG,35-41DG,43-47DG,45-49DG                     |D39;
557    |DCJL|D21A,S13DA    |D21     |(23),39-41,35-37,43,45,(49)                     |23DG,35-41DG,43-47DG,45-49DG                     |D39;
558    |DCJL|D21A,S11DA    |D21     |(23),39-41,35-37,43,45,49                     |23DG,35-41DG,43-47DG,45-49DG                     |D39;
559    |DCJL|D21A,S9DA    |D21     |(23),39-41,35-37,(43),(47)                     |23DG,35-41DG,43-47DG,45-49DG                     |D39;
