//联锁表-新街(2.5版本)
//序号|类型|按钮      |信号机      |道岔     |区段     |敌对信号
//列车
745    |DCJL|S8DA,D9A    |S8     |31,(29),17-19,21,15                     |29-31DG,19DG,21DG,15DG                     |D29;
746    |DCJL|S8DA,D11A    |S8     |31,(29),17-19,21,(15)                     |29-31DG,19DG,21DG,15DG                     |D29;
747    |DCJL|S8DA,D19A    |S8     |31,(29),17-19,21                     |29-31DG,19DG,21DG                     |D29;
748    |DCJL|S8DA,D29A    |S8     |31,(29)                     |29-31DG                     |D29;
749    |DCJL|SIILDA,D1A    |SIIL     |,17-19,11-13,(1-3)                     |,17DG,11DG,3DG,1-5DG                     |SIILLZA;
750    |DCJL|SIILDA,XNDA    |SIIL     |,17-19,11-13,1-3                     |,17DG,11DG,3DG                     |SIILLZA;
751    |DCJL|SIILDA,SIILLZADA    |SIIL     |                     |                     |SIILLZA;
752    |DCJL|S4LDA,D1A    |S4L     |,29,(17-19),11-13,(1-3)                     |,29-31DG,19DG,17DG,11DG,3DG,1-5DG,21DG                     |S4LLZA;
753    |DCJL|S4LDA,XNDA    |S4L     |,29,(17-19),11-13,1-3                     |,29-31DG,19DG,17DG,11DG,3DG,21DG                     |S4LLZA;
754    |DCJL|S4LDA,D9A    |S4L     |,29,17-19,21,15                     |,29-31DG,19DG,21DG,15DG                     |S4LLZA;
755    |DCJL|S4LDA,D11A    |S4L     |,29,17-19,21,(15)                     |,29-31DG,19DG,21DG,15DG                     |S4LLZA;
756    |DCJL|S4LDA,D19A    |S4L     |,29,17-19,21                     |,29-31DG,19DG,21DG                     |S4LLZA;
757    |DCJL|S4LDA,D29A    |S4L     |,29                     |,29-31DG                     |S4LLZA;
758    |DCJL|S4LDA,S4LLZADA    |S4L     |                     |                     |S4LLZA;
759    |DCJL|S6LDA,D1A    |S6L     |,(31),(29),(17-19),11-13,(1-3)                     |,29-31DG,19DG,17DG,11DG,3DG,1-5DG,21DG                     |;
760    |DCJL|S6LDA,XNDA    |S6L     |,(31),(29),(17-19),11-13,1-3                     |,29-31DG,19DG,17DG,11DG,3DG,21DG                     |;
761    |DCJL|S6LDA,D9A    |S6L     |,(31),(29),17-19,21,15                     |,29-31DG,19DG,21DG,15DG                     |;
762    |DCJL|S6LDA,D11A    |S6L     |,(31),(29),17-19,21,(15)                     |,29-31DG,19DG,21DG,15DG                     |;
763    |DCJL|S6LDA,D19A    |S6L     |,(31),(29),17-19,21                     |,29-31DG,19DG,21DG                     |;
764    |DCJL|S6LDA,D29A    |S6L     |,(31),(29)                     |,29-31DG                     |;
765    |DCJL|S8LDA,D1A    |S8L     |,31,(29),(17-19),11-13,(1-3)                     |,29-31DG,19DG,17DG,11DG,3DG,1-5DG,21DG                     |S8LLZA;
766    |DCJL|S8LDA,XNDA    |S8L     |,31,(29),(17-19),11-13,1-3                     |,29-31DG,19DG,17DG,11DG,3DG,21DG                     |S8LLZA;
767    |DCJL|S8LDA,D9A    |S8L     |,31,(29),17-19,21,15                     |,29-31DG,19DG,21DG,15DG                     |S8LLZA;
768    |DCJL|S8LDA,D11A    |S8L     |,31,(29),17-19,21,(15)                     |,29-31DG,19DG,21DG,15DG                     |S8LLZA;
769    |DCJL|S8LDA,D19A    |S8L     |,31,(29),17-19,21                     |,29-31DG,19DG,21DG                     |S8LLZA;
770    |DCJL|S8LDA,D29A    |S8L     |,31,(29)                     |,29-31DG                     |S8LLZA;
771    |DCJL|S8LDA,S8LLZADA    |S8L     |                     |                     |S8LLZA;
772    |DCJL|X21LDA,D62DA    |X21L     |90-92                     |92DG                     |D62;
773    |DCJL|X21LDA,D58DA    |X21L     |(90-92),86-88                     |92DG,90DG,88DG                     |D60,D58;
774    |DCJL|X21LDA,D56DA    |X21L     |(90-92),(86-88)                     |92DG,90DG,88DG,86DG                     |D60,D56;
775    |DCJL|X19LDA,D58DA    |X19L     |90-92,86-88                     |90DG,88DG                     |D60,D58;
776    |DCJL|X19LDA,D56DA    |X19L     |90-92,(86-88)                     |90DG,88DG,86DG                     |D60,D56;
777    |DCJL|X17LDA,D56DA    |X17L     |86-88                     |86DG                     |D56;
778    |DCJL|X15LDA,S15LDA    |X15L     |52-54                     |52DG                     |S15L;
779    |DCJL|X15LDA,D26A    |X15L     |52-54,(26),(24),16-18                     |52DG,26-34DG,24-32DG,18DG                     |S15L;
780    |DCJL|X15LDA,D20A    |X15L     |52-54,(26),(24),(16-18),10-12                     |52DG,26-34DG,24-32DG,18DG,16-28DG,12DG                     |S15L;
781    |DCJL|X15LDA,D16A    |X15L     |52-54,(26),(24),16-18,14,6-8                     |52DG,26-34DG,24-32DG,18DG,14DG,6DG                     |S15L;
782    |DCJL|X15LDA,D10A    |X15L     |52-54,(26),(24),16-18,14,6-8,64,(66)                     |52DG,26-34DG,24-32DG,18DG,14DG,6DG,64-66DG                     |S15L;
783    |DCJL|X15LDA,D12A    |X15L     |52-54,(26),(24),16-18,14,6-8,(64)                     |52DG,26-34DG,24-32DG,18DG,14DG,6DG,64-66DG                     |S15L;
784    |DCJL|X15LDA,D4A    |X15L     |52-54,(26),(24),16-18,14,6-8,64,(66),(68)                     |52DG,26-34DG,24-32DG,18DG,14DG,6DG,64-66DG,68DG                     |S15L;
785    |DCJL|X15LDA,D6A    |X15L     |52-54,(26),(24),16-18,14,6-8,64,(66),68                     |52DG,26-34DG,24-32DG,18DG,14DG,6DG,64-66DG,68DG                     |S15L;
786    |DCJL|X15LDA,D8A    |X15L     |52-54,(26),(24),16-18,14,6-8,64,66                     |52DG,26-34DG,24-32DG,18DG,14DG,6DG,64-66DG,68DG                     |S15L;
787    |DCJL|X15LDA,SNDA    |X15L     |52-54,(26),(24),(16-18),10-12,6-8                     |52DG,26-34DG,24-32DG,18DG,16-28DG,12DG,8DG                     |S15L;
788    |DCJL|X15LDA,SDA    |X15L     |52-54,(26),(24),(16-18),(10-12),2-4                     |52DG,26-34DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG                     |S15L;
789    |DCJL|X15LDA,SL2DA    |X15L     |52-54,(26),(24),(16-18),(10-12),(2-4)                     |52DG,26-34DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,2DG                     |S15L;
790    |DCJL|X15LDA,D2A    |X15L     |52-54,(26),(24),(16-18),(10-12),(2-4),X1-X2                     |52DG,26-34DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,2DG,X1DG                     |S15L;
791    |DCJL|X15LDA,SL6DA    |X15L     |52-54,(26),(24),16-18,(14)                     |52DG,26-34DG,24-32DG,18DG,14DG,SL4G                     |S15L;
792    |DCJL|X13LDA,S15LDA    |X13L     |56-58,(52-54)                     |54-58DG,52DG                     |S15L;
793    |DCJL|X13LDA,S13LDA    |X13L     |56-58,52-54                     |54-58DG                     |S13L;
794    |DCJL|X13LDA,S11LDA    |X13L     |(56-58)                     |54-58DG,56DG                     |S11L;
795    |DCJL|X13LDA,D26A    |X13L     |56-58,52-54,(34),26,(24),16-18                     |54-58DG,26-34DG,24-32DG,18DG                     |S13L;
796    |DCJL|X13LDA,D20A    |X13L     |56-58,52-54,(34),26,(24),(16-18),10-12                     |54-58DG,26-34DG,24-32DG,18DG,16-28DG,12DG                     |S13L;
797    |DCJL|X13LDA,D16A    |X13L     |56-58,52-54,(34),26,(24),16-18,14,6-8                     |54-58DG,26-34DG,24-32DG,18DG,14DG,6DG                     |S13L;
798    |DCJL|X13LDA,D10A    |X13L     |56-58,52-54,(34),26,(24),16-18,14,6-8,64,(66)                     |54-58DG,26-34DG,24-32DG,18DG,14DG,6DG,64-66DG                     |S13L;
799    |DCJL|X13LDA,D12A    |X13L     |56-58,52-54,(34),26,(24),16-18,14,6-8,(64)                     |54-58DG,26-34DG,24-32DG,18DG,14DG,6DG,64-66DG                     |S13L;
800    |DCJL|X13LDA,D4A    |X13L     |56-58,52-54,(34),26,(24),16-18,14,6-8,64,(66),(68)                     |54-58DG,26-34DG,24-32DG,18DG,14DG,6DG,64-66DG,68DG                     |S13L;
801    |DCJL|X13LDA,D6A    |X13L     |56-58,52-54,(34),26,(24),16-18,14,6-8,64,(66),68                     |54-58DG,26-34DG,24-32DG,18DG,14DG,6DG,64-66DG,68DG                     |S13L;
802    |DCJL|X13LDA,D8A    |X13L     |56-58,52-54,(34),26,(24),16-18,14,6-8,64,66                     |54-58DG,26-34DG,24-32DG,18DG,14DG,6DG,64-66DG,68DG                     |S13L;
803    |DCJL|X13LDA,SNDA    |X13L     |56-58,52-54,(34),26,(24),(16-18),10-12,6-8                     |54-58DG,26-34DG,24-32DG,18DG,16-28DG,12DG,8DG                     |S13L;
804    |DCJL|X13LDA,SDA    |X13L     |56-58,52-54,(34),26,(24),(16-18),(10-12),2-4                     |54-58DG,26-34DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG                     |S13L;
805    |DCJL|X13LDA,SL2DA    |X13L     |56-58,52-54,(34),26,(24),(16-18),(10-12),(2-4)                     |54-58DG,26-34DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,2DG                     |S13L;
806    |DCJL|X13LDA,D2A    |X13L     |56-58,52-54,(34),26,(24),(16-18),(10-12),(2-4),X1-X2                     |54-58DG,26-34DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,2DG,X1DG                     |S13L;
807    |DCJL|X13LDA,SL6DA    |X13L     |56-58,52-54,(34),26,(24),16-18,(14)                     |54-58DG,26-34DG,24-32DG,18DG,14DG,SL4G                     |S13L;
808    |DCJL|X11LDA,S11LDA    |X11L     |56-58                     |56DG                     |S11L;
809    |DCJL|X11LDA,D26A    |X11L     |56-58,34,26,(24),16-18                     |56DG,26-34DG,24-32DG,18DG                     |S11L;
810    |DCJL|X11LDA,D20A    |X11L     |56-58,34,26,(24),(16-18),10-12                     |56DG,26-34DG,24-32DG,18DG,16-28DG,12DG                     |S11L;
811    |DCJL|X11LDA,D16A    |X11L     |56-58,34,26,(24),16-18,14,6-8                     |56DG,26-34DG,24-32DG,18DG,14DG,6DG                     |S11L;
812    |DCJL|X11LDA,D10A    |X11L     |56-58,34,26,(24),16-18,14,6-8,64,(66)                     |56DG,26-34DG,24-32DG,18DG,14DG,6DG,64-66DG                     |S11L;
813    |DCJL|X11LDA,D12A    |X11L     |56-58,34,26,(24),16-18,14,6-8,(64)                     |56DG,26-34DG,24-32DG,18DG,14DG,6DG,64-66DG                     |S11L;
814    |DCJL|X11LDA,D4A    |X11L     |56-58,34,26,(24),16-18,14,6-8,64,(66),(68)                     |56DG,26-34DG,24-32DG,18DG,14DG,6DG,64-66DG,68DG                     |S11L;
815    |DCJL|X11LDA,D6A    |X11L     |56-58,34,26,(24),16-18,14,6-8,64,(66),68                     |56DG,26-34DG,24-32DG,18DG,14DG,6DG,64-66DG,68DG                     |S11L;
816    |DCJL|X11LDA,D8A    |X11L     |56-58,34,26,(24),16-18,14,6-8,64,66                     |56DG,26-34DG,24-32DG,18DG,14DG,6DG,64-66DG,68DG                     |S11L;
817    |DCJL|X11LDA,SNDA    |X11L     |56-58,34,26,(24),(16-18),10-12,6-8                     |56DG,26-34DG,24-32DG,18DG,16-28DG,12DG,8DG                     |S11L;
818    |DCJL|X11LDA,SDA    |X11L     |56-58,34,26,(24),(16-18),(10-12),2-4                     |56DG,26-34DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG                     |S11L;
819    |DCJL|X11LDA,SL2DA    |X11L     |56-58,34,26,(24),(16-18),(10-12),(2-4)                     |56DG,26-34DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,2DG                     |S11L;
820    |DCJL|X11LDA,D2A    |X11L     |56-58,34,26,(24),(16-18),(10-12),(2-4),X1-X2                     |56DG,26-34DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,2DG,X1DG                     |S11L;
821    |DCJL|X11LDA,SL6DA    |X11L     |56-58,34,26,(24),16-18,(14)                     |56DG,26-34DG,24-32DG,18DG,14DG,SL4G                     |S11L;
822    |DCJL|X9LDA,S9LDA    |X9L     |60-62                     |62DG                     |S9L;
823    |DCJL|X9LDA,S7LDA    |X9L     |(60-62)                     |62DG,60DG                     |S7L;
824    |DCJL|X9LDA,D26A    |X9L     |60-62,40,(32),24,16-18                     |62DG,40-42DG,24-32DG,18DG,30DG,26-34DG                     |S9L;
825    |DCJL|X9LDA,D20A    |X9L     |60-62,40,(32),24,(16-18),10-12                     |62DG,40-42DG,24-32DG,18DG,16-28DG,12DG,30DG,26-34DG                     |S9L;
826    |DCJL|X9LDA,D16A    |X9L     |60-62,40,(32),24,16-18,14,6-8                     |62DG,40-42DG,24-32DG,18DG,30DG,26-34DG,14DG,6DG                     |S9L;
827    |DCJL|X9LDA,D10A    |X9L     |60-62,40,(32),24,16-18,14,6-8,64,(66)                     |62DG,40-42DG,24-32DG,18DG,30DG,26-34DG,14DG,6DG,64-66DG                     |S9L;
828    |DCJL|X9LDA,D12A    |X9L     |60-62,40,(32),24,16-18,14,6-8,(64)                     |62DG,40-42DG,24-32DG,18DG,30DG,26-34DG,14DG,6DG,64-66DG                     |S9L;
829    |DCJL|X9LDA,D4A    |X9L     |60-62,40,(32),24,16-18,14,6-8,64,(66),(68)                     |62DG,40-42DG,24-32DG,18DG,30DG,26-34DG,14DG,6DG,64-66DG,68DG                     |S9L;
830    |DCJL|X9LDA,D6A    |X9L     |60-62,40,(32),24,16-18,14,6-8,64,(66),68                     |62DG,40-42DG,24-32DG,18DG,30DG,26-34DG,14DG,6DG,64-66DG,68DG                     |S9L;
831    |DCJL|X9LDA,D8A    |X9L     |60-62,40,(32),24,16-18,14,6-8,64,66                     |62DG,40-42DG,24-32DG,18DG,30DG,26-34DG,14DG,6DG,64-66DG,68DG                     |S9L;
832    |DCJL|X9LDA,SNDA    |X9L     |60-62,40,(32),24,(16-18),10-12,6-8                     |62DG,40-42DG,24-32DG,18DG,16-28DG,12DG,30DG,26-34DG,8DG                     |S9L;
833    |DCJL|X9LDA,SDA    |X9L     |60-62,40,(32),24,(16-18),(10-12),2-4                     |62DG,40-42DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,30DG,26-34DG                     |S9L;
834    |DCJL|X9LDA,SL2DA    |X9L     |60-62,40,(32),24,(16-18),(10-12),(2-4)                     |62DG,40-42DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,2DG,30DG,26-34DG                     |S9L;
835    |DCJL|X9LDA,D2A    |X9L     |60-62,40,(32),24,(16-18),(10-12),(2-4),X1-X2                     |62DG,40-42DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,2DG,30DG,26-34DG,X1DG                     |S9L;
836    |DCJL|X9LDA,SL6DA    |X9L     |60-62,40,(32),24,16-18,(14)                     |62DG,40-42DG,24-32DG,18DG,30DG,26-34DG,14DG,SL4G                     |S9L;
837    |DCJL|X7LDA,S7LDA    |X7L     |60-62                     |60DG                     |S7L;
838    |DCJL|X7LDA,D26A    |X7L     |60-62,(42),(40),(32),24,16-18                     |60DG,40-42DG,24-32DG,18DG,30DG,26-34DG                     |S7L;
839    |DCJL|X7LDA,D20A    |X7L     |60-62,(42),(40),(32),24,(16-18),10-12                     |60DG,40-42DG,24-32DG,18DG,16-28DG,12DG,30DG,26-34DG                     |S7L;
840    |DCJL|X7LDA,D16A    |X7L     |60-62,(42),(40),(32),24,16-18,14,6-8                     |60DG,40-42DG,24-32DG,18DG,30DG,26-34DG,14DG,6DG                     |S7L;
841    |DCJL|X7LDA,D10A    |X7L     |60-62,(42),(40),(32),24,16-18,14,6-8,64,(66)                     |60DG,40-42DG,24-32DG,18DG,30DG,26-34DG,14DG,6DG,64-66DG                     |S7L;
842    |DCJL|X7LDA,D12A    |X7L     |60-62,(42),(40),(32),24,16-18,14,6-8,(64)                     |60DG,40-42DG,24-32DG,18DG,30DG,26-34DG,14DG,6DG,64-66DG                     |S7L;
843    |DCJL|X7LDA,D4A    |X7L     |60-62,(42),(40),(32),24,16-18,14,6-8,64,(66),(68)                     |60DG,40-42DG,24-32DG,18DG,30DG,26-34DG,14DG,6DG,64-66DG,68DG                     |S7L;
844    |DCJL|X7LDA,D6A    |X7L     |60-62,(42),(40),(32),24,16-18,14,6-8,64,(66),68                     |60DG,40-42DG,24-32DG,18DG,30DG,26-34DG,14DG,6DG,64-66DG,68DG                     |S7L;
845    |DCJL|X7LDA,D8A    |X7L     |60-62,(42),(40),(32),24,16-18,14,6-8,64,66                     |60DG,40-42DG,24-32DG,18DG,30DG,26-34DG,14DG,6DG,64-66DG,68DG                     |S7L;
846    |DCJL|X7LDA,SNDA    |X7L     |60-62,(42),(40),(32),24,(16-18),10-12,6-8                     |60DG,40-42DG,24-32DG,18DG,16-28DG,12DG,30DG,26-34DG,8DG                     |S7L;
847    |DCJL|X7LDA,SDA    |X7L     |60-62,(42),(40),(32),24,(16-18),(10-12),2-4                     |60DG,40-42DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,30DG,26-34DG                     |S7L;
848    |DCJL|X7LDA,SL2DA    |X7L     |60-62,(42),(40),(32),24,(16-18),(10-12),(2-4)                     |60DG,40-42DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,2DG,30DG,26-34DG                     |S7L;
849    |DCJL|X7LDA,D2A    |X7L     |60-62,(42),(40),(32),24,(16-18),(10-12),(2-4),X1-X2                     |60DG,40-42DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,2DG,30DG,26-34DG,X1DG                     |S7L;
850    |DCJL|X7LDA,SL6DA    |X7L     |60-62,(42),(40),(32),24,16-18,(14)                     |60DG,40-42DG,24-32DG,18DG,30DG,26-34DG,14DG,SL4G                     |S7L;
851    |DCJL|X5LDA,D26A    |X5L     |,42,(40),(32),24,16-18                     |,40-42DG,24-32DG,18DG,30DG,26-34DG                     |X5LLZA;
852    |DCJL|X5LDA,D20A    |X5L     |,42,(40),(32),24,(16-18),10-12                     |,40-42DG,24-32DG,18DG,16-28DG,12DG,30DG,26-34DG                     |X5LLZA;
853    |DCJL|X5LDA,D16A    |X5L     |,42,(40),(32),24,16-18,14,6-8                     |,40-42DG,24-32DG,18DG,30DG,26-34DG,14DG,6DG                     |X5LLZA;
854    |DCJL|X5LDA,D10A    |X5L     |,42,(40),(32),24,16-18,14,6-8,64,(66)                     |,40-42DG,24-32DG,18DG,30DG,26-34DG,14DG,6DG,64-66DG                     |X5LLZA;
855    |DCJL|X5LDA,D12A    |X5L     |,42,(40),(32),24,16-18,14,6-8,(64)                     |,40-42DG,24-32DG,18DG,30DG,26-34DG,14DG,6DG,64-66DG                     |X5LLZA;
856    |DCJL|X5LDA,D4A    |X5L     |,42,(40),(32),24,16-18,14,6-8,64,(66),(68)                     |,40-42DG,24-32DG,18DG,30DG,26-34DG,14DG,6DG,64-66DG,68DG                     |X5LLZA;
857    |DCJL|X5LDA,D6A    |X5L     |,42,(40),(32),24,16-18,14,6-8,64,(66),68                     |,40-42DG,24-32DG,18DG,30DG,26-34DG,14DG,6DG,64-66DG,68DG                     |X5LLZA;
858    |DCJL|X5LDA,D8A    |X5L     |,42,(40),(32),24,16-18,14,6-8,64,66                     |,40-42DG,24-32DG,18DG,30DG,26-34DG,14DG,6DG,64-66DG,68DG                     |X5LLZA;
859    |DCJL|X5LDA,SNDA    |X5L     |,42,(40),(32),24,(16-18),10-12,6-8                     |,40-42DG,24-32DG,18DG,16-28DG,12DG,30DG,26-34DG,8DG                     |X5LLZA;
860    |DCJL|X5LDA,SDA    |X5L     |,42,(40),(32),24,(16-18),(10-12),2-4                     |,40-42DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,30DG,26-34DG                     |X5LLZA;
861    |DCJL|X5LDA,SL2DA    |X5L     |,42,(40),(32),24,(16-18),(10-12),(2-4)                     |,40-42DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,2DG,30DG,26-34DG                     |X5LLZA;
862    |DCJL|X5LDA,D2A    |X5L     |,42,(40),(32),24,(16-18),(10-12),(2-4),X1-X2                     |,40-42DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,2DG,30DG,26-34DG,X1DG                     |X5LLZA;
863    |DCJL|X5LDA,X5LLZADA    |X5L     |                     |                     |X5LLZA;
864    |DCJL|X5LDA,SL6DA    |X5L     |,42,(40),(32),24,16-18,(14)                     |,40-42DG,24-32DG,18DG,30DG,26-34DG,14DG,SL4G                     |X5LLZA;
865    |DCJL|X3LDA,D26A    |X3L     |,44-46,28-30,32,24,16-18                     |,44DG,30DG,24-32DG,18DG,40-42DG,26-34DG                     |X3LLZA;
866    |DCJL|X3LDA,D20A    |X3L     |,44-46,28-30,32,24,(16-18),10-12                     |,44DG,30DG,24-32DG,18DG,16-28DG,12DG,40-42DG,26-34DG                     |X3LLZA;
867    |DCJL|X3LDA,D16A    |X3L     |,44-46,28-30,32,24,16-18,14,6-8                     |,44DG,30DG,24-32DG,18DG,40-42DG,26-34DG,14DG,6DG                     |X3LLZA;
868    |DCJL|X3LDA,D10A    |X3L     |,44-46,28-30,32,24,16-18,14,6-8,64,(66)                     |,44DG,30DG,24-32DG,18DG,40-42DG,26-34DG,14DG,6DG,64-66DG                     |X3LLZA;
869    |DCJL|X3LDA,D12A    |X3L     |,44-46,28-30,32,24,16-18,14,6-8,(64)                     |,44DG,30DG,24-32DG,18DG,40-42DG,26-34DG,14DG,6DG,64-66DG                     |X3LLZA;
870    |DCJL|X3LDA,D4A    |X3L     |,44-46,28-30,32,24,16-18,14,6-8,64,(66),(68)                     |,44DG,30DG,24-32DG,18DG,40-42DG,26-34DG,14DG,6DG,64-66DG,68DG                     |X3LLZA;
871    |DCJL|X3LDA,D6A    |X3L     |,44-46,28-30,32,24,16-18,14,6-8,64,(66),68                     |,44DG,30DG,24-32DG,18DG,40-42DG,26-34DG,14DG,6DG,64-66DG,68DG                     |X3LLZA;
872    |DCJL|X3LDA,D8A    |X3L     |,44-46,28-30,32,24,16-18,14,6-8,64,66                     |,44DG,30DG,24-32DG,18DG,40-42DG,26-34DG,14DG,6DG,64-66DG,68DG                     |X3LLZA;
873    |DCJL|X3LDA,SNDA    |X3L     |,44-46,28-30,32,24,(16-18),10-12,6-8                     |,44DG,30DG,24-32DG,18DG,16-28DG,12DG,40-42DG,26-34DG,8DG                     |X3LLZA;
874    |DCJL|X3LDA,SDA    |X3L     |,44-46,28-30,32,24,(16-18),(10-12),2-4                     |,44DG,30DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,40-42DG,26-34DG                     |X3LLZA;
875    |DCJL|X3LDA,SL2DA    |X3L     |,44-46,28-30,32,24,(16-18),(10-12),(2-4)                     |,44DG,30DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,2DG,40-42DG,26-34DG                     |X3LLZA;
876    |DCJL|X3LDA,D2A    |X3L     |,44-46,28-30,32,24,(16-18),(10-12),(2-4),X1-X2                     |,44DG,30DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,2DG,40-42DG,26-34DG,X1DG                     |X3LLZA;
877    |DCJL|X3LDA,X3LLZADA    |X3L     |                     |                     |X3LLZA;
878    |DCJL|X3LDA,SL6DA    |X3L     |,44-46,28-30,32,24,16-18,(14)                     |,44DG,30DG,24-32DG,18DG,40-42DG,26-34DG,14DG,SL4G                     |X3LLZA;
879    |DCJL|XILDA,D26A    |XIL     |,(44-46),28-30,32,24,16-18                     |,46DG,44DG,30DG,24-32DG,18DG,40-42DG,26-34DG                     |XILLZA;
880    |DCJL|XILDA,D20A    |XIL     |,44-46,28-30,20-22,16-18,10-12                     |,46DG,16-28DG,12DG                     |XILLZA;
881    |DCJL|XILDA,D16A    |XIL     |,44-46,28-30,20-22,16-18,10-12,(6-8)                     |,46DG,16-28DG,12DG,8DG,6DG                     |XILLZA;
882    |DCJL|XILDA,D10A    |XIL     |,44-46,28-30,20-22,16-18,10-12,(6-8),64,(66)                     |,46DG,16-28DG,12DG,8DG,6DG,64-66DG                     |XILLZA;
883    |DCJL|XILDA,D12A    |XIL     |,44-46,28-30,20-22,16-18,10-12,(6-8),(64)                     |,46DG,16-28DG,12DG,8DG,6DG,64-66DG                     |XILLZA;
884    |DCJL|XILDA,D4A    |XIL     |,44-46,28-30,20-22,16-18,10-12,(6-8),64,(66),(68)                     |,46DG,16-28DG,12DG,8DG,6DG,64-66DG,68DG                     |XILLZA;
885    |DCJL|XILDA,D6A    |XIL     |,44-46,28-30,20-22,16-18,10-12,(6-8),64,(66),68                     |,46DG,16-28DG,12DG,8DG,6DG,64-66DG,68DG                     |XILLZA;
886    |DCJL|XILDA,D8A    |XIL     |,44-46,28-30,20-22,16-18,10-12,(6-8),64,66                     |,46DG,16-28DG,12DG,8DG,6DG,64-66DG,68DG                     |XILLZA;
887    |DCJL|XILDA,SNDA    |XIL     |,44-46,28-30,20-22,16-18,10-12,6-8                     |,46DG,16-28DG,12DG,8DG                     |XILLZA;
888    |DCJL|XILDA,SDA    |XIL     |,44-46,28-30,20-22,16-18,(10-12),2-4                     |,46DG,16-28DG,12DG,10DG,4DG                     |XILLZA;
889    |DCJL|XILDA,SL2DA    |XIL     |,44-46,28-30,20-22,16-18,(10-12),(2-4)                     |,46DG,16-28DG,12DG,10DG,4DG,2DG                     |XILLZA;
890    |DCJL|XILDA,D2A    |XIL     |,44-46,28-30,20-22,16-18,(10-12),(2-4),X1-X2                     |,46DG,16-28DG,12DG,10DG,4DG,2DG,X1DG                     |XILLZA;
891    |DCJL|XILDA,XILLZADA    |XIL     |                     |                     |XILLZA;
892    |DCJL|XILDA,SL6DA    |XIL     |,(44-46),28-30,32,24,16-18,(14)                     |,46DG,44DG,30DG,24-32DG,18DG,40-42DG,26-34DG,14DG,SL4G                     |XILLZA;
893    |DCJL|D52A,D40A    |D52     |(82-84),78-80                     |84DG,80-82DG                     |D40;
894    |DCJL|D52A,D32A    |D52     |(82-84),(78-80),74-76,70-72                     |84DG,80-82DG,78DG,72-74DG                     |D38,D32;
895    |DCJL|D52A,D30A    |D52     |(82-84),(78-80),74-76,(70-72),74-76                     |84DG,80-82DG,78DG,72-74DG,70-76DG                     |D38,D30;
896    |DCJL|D62DA,D1A    |D62     |90-92,(57),55,51-53,39-41,35-37,(5-7),1-3                     |92DG,55-57DG,51DG,37-39DG,7-9DG,1-5DG,13DG                     |X21L;
897    |DCJL|D62DA,D5A    |D62     |90-92,(57),55,51-53,39-41,35-37,5-7,9                     |92DG,55-57DG,51DG,37-39DG,7-9DG                     |X21L;
898    |DCJL|D62DA,D3A    |D62     |90-92,(57),55,51-53,39-41,35-37,5-7,(9)                     |92DG,55-57DG,51DG,37-39DG,7-9DG                     |X21L;
899    |DCJL|D62DA,XNDA    |D62     |90-92,(57),55,51-53,39-41,(35-37),39-41,(23),(11-13),1-3                     |92DG,55-57DG,51DG,37-39DG,35-41DG,23DG,13DG,11DG,3DG,1-5DG                     |X21L;
900    |DCJL|D62DA,D37A    |D62     |90-92,(57),55,51-53                     |92DG,55-57DG,51DG                     |X21L;
901    |DCJL|D62DA,D23A    |D62     |90-92,(57),55,51-53,39-41,35-37                     |92DG,55-57DG,51DG,37-39DG                     |X21L;
902    |DCJL|D62DA,X21LDA    |D62     |90-92                     |92DG                     |X21L;
903    |DCJL|D60A,D1A    |D60     |90-92,57,55,51-53,39-41,35-37,(5-7),1-3                     |90DG,55-57DG,51DG,37-39DG,7-9DG,1-5DG,13DG                     |X19L;
904    |DCJL|D60A,D5A    |D60     |90-92,57,55,51-53,39-41,35-37,5-7,9                     |90DG,55-57DG,51DG,37-39DG,7-9DG                     |X19L;
905    |DCJL|D60A,D3A    |D60     |90-92,57,55,51-53,39-41,35-37,5-7,(9)                     |90DG,55-57DG,51DG,37-39DG,7-9DG                     |X19L;
